gender,file_id,wer,cer,der,ref,hyp
female,z03080602104,0.3,0.274,0.1,najviša dnevna temperatura uglavnom od dvadeset do dvadeset pet stupnjeva,najviša dnevna temperatura uglavnom od 20 do 25 stupnjeva
female,z03150402101,0.75,0.3,0,oblačno mjestimice s malo kiše ili kratkotrajnim pljuskovima,pečeni jeftini se sa malo kiše ili kratka trening pljuskovima
female,z03150402102,0.1667,0.1235,0,sunčanih razdoblja bit će u dalmaciji te u istočnoj slavoniji uglavnom prijepodne,sunčanih razdoblja razdoblja biće u dalmaciji te u istočnoj slavoniji uglavnom prijepodne
female,z03150402103,0.8,0.2973,0.2,vjetar slab do umjeren sjeveroistočni i sjeverni na jadranu sjeverozapadni,da umirem severoistočni sjeverni a na jadranu severozapadni
female,z03150402104,0.3333,0.4085,0,jutarnja temperatura od četiri do devet na jadranu od devet do trinaest,jutarnja temperatura od 4:00 do devet stupnjeva na jadranu od 9 do 13
female,z03150402105,0.35,0.373,0.15,a najviša dnevna u unutrašnjosti i na sjevernom jadranu od jedanaest do šesnaest u dalmaciji od šesnaest do dvadeset stupnjeva,a najviša dnevna unutrašnjosti na sjevernom jadranu od 11 do 16 u dalmaciji od 16 do 22
female,z03150602101,0.3333,0.0693,0,vremenska prognoza za poslijepodne sunčano i vruće vjetar slab a na jadranu ponegdje umjeren maestral,vremenska prognoza za posle podne sunčano i vruće vjetar slab a na jadranu po negdje umirem maestral
female,z03150602102,0.4444,0.4167,0.2222,najviša temperatura od dvadeset osam do trideset tri stupnja,najviša temperatura od 28 do 33 stupnja
female,z03170203301,0.3333,0.0725,0,vremenska prognoza za sutra uglavnom sunčano ujutro u unutrašnjosti magla mjestimice a samo u gorskome kotaru i lici ponegdje malo snijega,vremenska prognoza za sutra uglavnom sunčano ujutro u unutrašnjosti magla mi jeste mića samo u gorskom kotaru i liči po negdje malo snijega
female,z03170203302,0.4737,0.0789,0.1053,umjerena naoblaka povremeno i na južnom jadranu vjetar u kopnenom području slab a na jadranu umjerena do jaka bura,umire na na oblaka povremeno i na južnom jadranu vjetar u kopnenom području slaba na jadranu umjereno bojanka bura
female,z03170203303,0.1667,0.1395,0.0833,hladno posebice ujutro najniža temperatura od minus četrnaest do minus devet stupnjeva,hladno posebice ujutro najniža temperatura od minus 14 minus devet stupnjeva
female,z03170203304,0.1364,0.0427,0,na jadranu između minus dva i četiri a dnevna od minus četiri do jedan stupanj duž obale od četiri do devet stupnjeva,jadran iz među minus dva i četiri a dnevna od minus četiri do jedan stupanj duž obale od četiri do devet stupnjeva
female,z03170203305,0.75,0.2083,0,ponegdje s olujnim udarima osobito noću i ujutro,pa negdje solin je mudar ima osobito noću i ujutro
female,z03170402101,0.3333,0.0215,0,izvještaj pomorskoga meteorološkog centra split državnog hidrometeorološkog zavoda upozorenje,izveštaj pomorskog a meteorološkog centra split državnog hidrometeorološkog zavoda upozorenje
female,z03170402102,1.5,0.3158,0,mjestimice neverini,istinite neverin i
female,z03170402103,0,0,0,stanje,stanje
female,z03170402104,0.125,0.0312,0.0625,nad jadranom se zadržava polje malo sniženog tlaka a po visini pristiže vlažni i nestabilni zrak,nadi jadranom se zadržava polje malo sniženog tlaka po visini pristiže vlažni i nestabilni zrak
female,z03170402105,0.125,0.1569,0,vremenska prognoza za jadran za prvih dvanaest sati,vremenska prognoza za jadran za prvih 12 sati
female,z03170402106,0.4,0.2192,0,sjeverozapadni vjetar na sjevernom jadranu bura deset do dvadeset čvorova,severozapadni vjetar na sjevernom jadranu bura 10 do 20 borova
female,z03170402107,0.2143,0.2561,0,more dva do tri na otvorenom tri do četiri vidljivost deset do dvadeset kilometara,more dva do tri na otvorenom tri do četiri vidljivost 10 do 20 km
female,z03170402108,0.5,0.3134,0.125,promjenljivo oblačno s mjestimičnom kišom pljuskovima i grmljavinom,obično smije staničnog kišom pljuskovima i grmljavinom
female,z03170402109,0.3333,0.1957,0,vremenska prognoza za slijedećih dvanaest sati,vremenska prognoza za sljedećih 12 sati
female,z03170402110,0.375,0.1642,0.125,promjenljivo oblačno s mjestimičnom kišom pljuskovima i grmljavinom,trnjenje oblačno mestimično kišom pljuskovima i grmljavinom
female,z03170402111,0.1667,0.0361,0,zatim tijekom dana pretežito sunčano ali još uvijek nestabilno uz mogućnost pljuska,zatim tijekom dana pretežno sunčano ali još uvijek nestabilno uz mogućnost ljuska
female,z03170402112,0.5,0.1692,0.1,slab do umjeren na otvorenom moru i pojačan sjeverozapadni vjetar,da umirem na otvorenom moru i pojačam severozapadni vjetar
female,z03170402113,0.5833,0.16,0.0833,na sjevernom jadranu slaba do umjerena u velebitskom kanalu i pojačana bura,sjevernom jadranu slaba da umire na uvele bez kom kanalu i pojačana bura
female,z03170402114,0.4444,0.0952,0,more malo do umjereno valovito na otvorenom mjestimice valovito,more malo do umjereno valovita na otvorenom jeste mi se valovito
female,z03170402115,0.125,0.0175,0,jutarnja temperatura zraka bez promjene dnevna nešto viša,jutarnja temperatura zraka bez promjene dnevna nešto više
female,z03200602401,0,0,0,vremenska prognoza za sutra većinom sunčano osobito na jadranu,vremenska prognoza za sutra većinom sunčano osobito na jadranu
female,z03200602402,0.75,0.0984,0,posebice poslijepodne i navečer u gorskome kotaru lici i dalmatinskome zaleđu na jadranu ponegdje umjeren sjeverozapadnjak,posebice poslije podne i navečer u gorskom kotaru i liči i dalmatinskom zaleđu na jadranu po negdje umirem sjever zapad njak
female,z03200602403,0.2857,0.1875,0,već od jutra iznadprosječno toplo i sparno najniža temperatura od petnaest do dvadeset stupnjeva,već od jutra iznad prosječna toplo i sparno najniža temperatura od 15 do 20 stupnjeva
female,z03200602404,0.5882,0.5463,0.2353,na jadranu od dvadeset jedan do dvadeset šest najviša dnevna između dvadeset devet i trideset četiri stupnja,jadranom od 21 do 26 najviša dnevna između 29 i 30 4 stupnja
female,z03200602405,0.2857,0.0729,0,u kopnenom području mjestimice jak razvoj naoblake te pljuskovi grmljavina i prolazno jak vjetar,u kopnenom području mjestima cajak razvoj naoblake te pljuskovi i grmljavina i prolazno jak vetar
female,z03220502101,0.3333,0.0778,0,vremenska prognoza za poslijepodne u unutrašnjosti djelomice a na jadranu pretežno sunčano,vremenska prognoza za posle podne u unutrašnjosti dijelom ica na jadranu pretežno sunčano
female,z03220502102,0.2727,0.0597,0,vjetar slab do umjeren južni i jugozapadni na jadranu umjereno jugo,vjetar slab do umjereno južni i jugozapadu na jadranu umjereno yugo
female,z03220502103,0.4444,0.4127,0.2222,najviša temperatura od dvadeset dva do dvadeset sedam stupnjeva,najviša temperatura od 22 do 27 stupnjeva
female,z03220502201,0.1111,0.0114,0,izvještaj pomorskog meteorološkog centra split državnog hidrometeorološkog zavoda stanje,izveštaj pomorskog meteorološkog centra split državnog hidrometeorološkog zavoda stanje
female,z03220502202,0.125,0.1569,0,vremenska prognoza za jadran za prvih dvanaest sati,vremenska prognoza za jadran za prvih 12 sati
female,z03220502203,0.4074,0.2603,0.1111,jugo će se pojačati na pet do petnaest u noći osam do osamnaest a na sjevernom i na otvorenom moru srednjeg jadrana ponegdje do dvadeset dva čvora,yugo će se pojačati napet do 15 noći 8:00 do 18:00 a na sjevernom i na otvorenom moru srednjeg jadrana po negdje do 22 čvora
female,z03220502204,0.2273,0.1667,0,more dva do tri vidljivost deset do dvadeset kilometara pretežno vedro a krajem dana i u noći na sjevernom jadranu postupna naoblaka,more dva do tri vidljivost 10 do 20 km pretežno vedro a krajem dana i u noći na sjevernom jadranu postupna na oblaka
female,z03220502205,0.3333,0.1957,0,vremenska prognoza za slijedećih dvanaest sati,vremenska prognoza za sljedećih 12 sati
female,z03220502206,0.3889,0.1024,0.0556,na sjevernom jadranu pretežno oblačno potkraj dana mjestimice kiša drugdje sunčano ali tijekom dana uz postupan porast naoblake,sjevernom jadranu pretežno oblačno potkraj da namjesti mi se kiša drugdje sunčano ali tijekom dana u sposoban porast naoblake
female,z03220502207,0.0588,0.009,0,umjereno zatim jako jugo te more umjereno valovito na otvorenom valovito temperatura bez promjene ili malo viša,umjereno zatim jako jugo te more umjereno valovito na otvorenom valovito temperatura bez promjene ili malo više
female,z03220502208,0.3636,0.061,0.0909,dolina s frontalnim poremećajem polako se premješta sa sjeverozapada prema jadranu,dolina frontalni poremećajem polako se premešta sa severozapada prema jadranu
female,z03220502301,0.3684,0.073,0.0526,uglavnom sunčano osobito u istočnim i južnim predjelima na sjevernom i srednjem jadranu te u sjeverozapadnim predjelima postupna naoblaka,uglavnom sunčano osobito u istočnim i južnim predjelima na severnom i srednjem jadranu severozapadni predelima postupna na oblaka
female,z03220502302,0.7,0.1714,0,vjetar povremeno umjeren jugozapadnjak na jadranu umjereno i jako jugo,vjetar po vremena umirem jugozapadni ak na jadranu umire noj jako jugo
female,z03220502303,0.5417,0.4868,0.1667,najviša temperatura između jedanaest i šesnaest na jadranu od šesnaest i devetnaest stupnjeva a najviša većinom od dvadeset i četiri do dvadeset i devet,najviša temperatura između 11 i 16 na jadranu od 16 do 19 ukljeva a najviše većinom od 24 do 29
female,z03220502304,0.375,0.0648,0,izgledi vremena do kraja tjedna u petak promijenjivo i svježije mjestimice s kišom pljuskovima i grmljavinom,izgledi vremena do kraja tjedna u petak promjenjive i svježi je mjesto mi se s kišom pljuskovima i grmljavinom
female,z03220502305,0.25,0.0488,0,za vikend ponovno sunčano i toplije ali u subotu mjestimice kratkotrajni pljuskovi,za vikend ponovno sunčano i toplije ali u subotu mjesto mi se kratkotrajni pljuskovi
female,z03220502306,0.5714,0.1628,0,a potkraj dana mjestimice kiša i grmljavina,potkraj da namjesti nica kiša i grmljavina
female,z03260602401,0.3043,0.0552,0,vremenska prognoza za sutra sunčano i toplo vjetar uglavnom slab na jadranu u noći i ujutro mjestimice umjerena bura a tijekom dana jugozapadnjak,vremenska prognoza za sutra sunčano i toplo vjetar uglavnom slab na jadranu u noći i ujutro mjesto mi se umire na bura a tijekom dana jugozapad jak
female,z03260602402,0.4,0.3762,0.0667,najniža jutarnja temperatura između osam i trinaest stupnjeva na jadranu od osamnaest do dvadeset tri,najniža jutarnja temperatura između 8 i 13 neva na jadranu od 18 do 23
female,z03260602403,0.35,0.0763,0,izgledi vremena do kraja ovoga tjedna potkraj petka i u noći na subotu jača naoblaka s kišom pljuskovima i grmljavinom,izgledi vremena do kraja ovog tjedna pod pre petka i u noći na subotu janča na oblaka sa kišom pljuskovima i grmljavinom
female,z03260602404,0.2727,0.0414,0,u subotu postupan prestanak oborina a u drugom dijelu dana i djelomično razvedravanje osjetno svježije u nedjelju pretežno sunčano i malo toplije,u subotu u postupak prestanak oborina a u drugom dijelu dana i djelomično razvedravanje osjetio svježi je u nedelju pretežno sunčano i malo toplije
female,z03260602405,0.6364,0.4242,0.1818,a najviša dnevna uglavnom od dvadeset osam od trideset tri stupnja,a najviše dnevne uglavnom od 28 do 33 stupnja
female,z03270502301,0.25,0.0753,0,vremenska prognoza za sutra promjenljivo oblačno mjestimice s kišom pljuskovima i grmljavinom,vremenska prognoza za sutra promjenjive oblačno mestimično sa kišom pljuskovima i grmljavinom
female,z03270502302,0.381,0.0839,0.0476,više sunca osobito poslijepodne u dalmaciji vjetar slab do umjeren sjeverozapadni i zapadni a ujutro na južnom jadranu mjestimice umjereno jugo,više sunca osobito poslijepodne u dalmaciji vjetar slab da umirem severozapadni zapadni a ujutro na južnom jadranu mjesto mi se umjereno yugo
female,z03270502303,0.4091,0.3873,0.0909,najniža jutarnja temperatura od jedanaest do četrnaest stupnjeva u lici od sedam do devet a na jadranu između četrnaest i sedamnaest stupnjeva,najniža jutarnja temperatura od 11 do 14 stupnjeva u ulici od 7:00 do 9:00 a na jadranu između 1417 ukljeva
female,z03270502304,0.5263,0.5333,0.3158,najviša dnevna od osamnaest do dvadeset i dva na jadranu od dvadeset i jedan do dvadeset i četiri stupnja,najviša dnevna od 18 do 22 na jadranu od 21 do 24 stupnja
female,z03280402101,0.1667,0.058,0.0833,tri u noći na otvorenom dijelu sjevernog jadrana moguće tri do četiri,tri noći na otvorenom delu sjevernog jadrana moguće tri do četiri
female,z03280402102,1,0.641,0,vidljivost deset do dvadeset kilometara,vidimo se 10 do 20 km
female,z03280402103,0,0,0,malo do umjereno oblačno,malo do umjereno oblačno
female,z03280402104,0.3333,0.1957,0,vremenska prognoza za slijedećih dvanaest sati,vremenska prognoza za sljedećih 12 sati
female,z03280402105,1.2,0.3256,0,djelomice sunčano s promjenljivom naoblakom,mi se sunčano sa promjeni vam navlakom
female,z03280402106,0.2308,0.0641,0.0769,slabo do umjereno na otvorenom dijelu sjevernog jadrana u noći i pojačano jugo,sloboda umjereno na otvorenom delu sjevernog jadrana u noći i pojačano jugo
female,z03280402107,0.2143,0.0549,0,more malo do umjereno valovito na otvorenom dijelu sjevernog jadrana u noći moguće valovito,more malo da umjereno valovita na otvorenom je dijelu sjevernog jadrana u noći moguće valovito
female,z03280402108,0.2,0.0278,0,jutarnja temperatura zraka malo viša,jutarnja temperatura zraka malo više
female,z03280602301,0.2083,0.0461,0.0417,vremenska prognoza za sutra pretežito sunčano i ugodno toplo u noći i ujutro u slavoniji i dalmaciji promjenjiva naoblaka ponegdje s kišom i grmljavinom,vremenska prognoza za sutra pretežno sunčano i ugodno toplo u noći i ujutro u slavoniji dalmaciji promjenjive naoblake ponegde s kišom i grmljavinom
female,z03280602302,0.3571,0.0722,0,vjetar većinom slab sjeverni i sjeveroistočni na jadranu umjerena do jaka bura i sjeverozapadnjak,vjetar većinom slab sjeverni sjeveru istočni na jadranu umjereno do jaka bura i severozapad njak
female,z03280602303,0.3571,0.4388,0.0714,jutarnja temperatura od dvanaest do sedamnaest na jadranu od devetnaest do dvadeset četiri stupnja,jutarnja temperatura od 12 do 17 na jadranu od 19 do 24 stupnja
female,z03280602304,0.5556,0.5464,0.3333,dnevna od dvadeset i jedan do dvadeset i šest u dalmaciji od dvadeset i pet do trideset stupnjeva,dnevna od 21 do 26 u dalmaciji od 25 do 30 stupnjeva
female,z03280602305,0.25,0.0588,0,a samo na južnom jadranu veći dio dana umjereno jugo i jugozapadnjak,a samo na južnom jadranu veći dio dana umjereno jugo jugo zapad njak
female,z03290602201,0.2222,0.0215,0,izvještaj pomorskog meteorološkog centra split državnoga hidrometeorološkog zavoda upozorenje,izvještaj pomorskog meteorološkog centra split državnog hidrometeorološkog zavoda upozorenja
female,z03290602202,0.5,0.125,0,stanje nad jadranom sa zapada jača anticiklonalni greben,stanje na dijagram sa zapada jača anticiklona oni greben
female,z03290602203,0.6429,0.2474,0.0714,na otvorenome moru sjeverni i sjeverozapadni vjetar deset do dvadeset čvorova postupno će slabiti,na otvorenom moru sjeverni sjever zapad i vjetar 10 do 20 borova posebno će slaviti
female,z03290602204,0.5238,0.2208,0,vidljivost deset do dvadeset kilometara pretežito vedro u početku na južnom jadranu promjenljivo oblačno s manjom mogućnošću pljuska i grmljavine svježije,vidljivost 10 do 20 km pretežno vedro u početku na južnom jadranu promjenjive oblačnost manje mogućnosti u pljuska i grmljavine svježi je
female,z03290602205,0.4,0.1782,0.0667,vremenska prognoza za slijedećih dvanaest sati uglavnom vedro umjerena do jaka bura će brzo oslabjeti,vremenska prognoza za sljedećih 12 sati uglavnom vedro umjereno do jaka bura brzo će oslabiti
female,z03290602206,0.75,0.1358,0,more malo do umjereno valovito u velebitskom kanalu u početku mjestimice valovito,more malo da umjereno voleo bi to u velebit kom kanalu u početku mjesto mi se valovito
female,z03290602207,0.8571,0.4767,0,u noći uz obalu mjestimice udari bure trideset do četrdeset čvorova sutra će oslabjeti,puno ću za obalu jeste mi se udari bure 30 do 42 sutra ćao slabije ti
female,z03290602208,0.25,0.3453,0.0833,vremenska prognoza za jadran za prvih dvanaest sati uz obalu bura šest do četrnaest potkraj dana i u noći dvanaest do dvadeset četiri čvora,vremenska prognoza za jadran za prvih 12 sati uz obalu bura šest do 14 dana i u noći 12 do 24 čvora
female,z03290602209,0.2857,0.0676,0,more dva do tri u velebitskom kanalu i ponegdje na otvorenom tri do četiri,more dva do tri velebit com kanalu i po negdje na otvorenom tri do četiri
female,z03290602210,0.6,0.1587,0.1,u velebitskom kanalu se može zadržati još do ranog prijepodneva,u velebitska u kanalu može se zadržati još do ranog prije podneva
female,z03290602301,0.2222,0.0577,0,vremenska prognoza za sutra pretežito sunčano i toplo na jadranu i u gorju umjerena naoblaka s malo kiše,vremenska prognoza za sutra pretežno sunčano i toplo na jadranu i u gorju umjereno na oblaka malo kiše
female,z03290602302,0.2917,0.1712,0.0833,vjetar slab u noći i ujutro na jadranu umjerena podno velebita i jaka bura s olujnim udarima najniža temperatura između deset i petnaest stupnjeva,vjetar slab u noći i ujutro na jadranu umire na podno velebita i jaka bura sa olujnim udarima najniža temperatura između 10:15 neva
female,z03290602303,0.32,0.3576,0.12,na jadranu od petnaest na sjevernom do dvadeset tri na južnom dijelu najviša dnevna od dvadeset dva do dvadeset sedam u dalmaciji do trideset stupnjeva,na jadranu od 15 na sjevernom do 23 na južnom dijelu najviša dnevna od 22 do 27 u dalmaciji do 30 stupnjeva
female,z03290602304,0.2,0.0381,0,izgledi vremena do sredine slijedećeg tjedna u ponedjeljak i utorak promijenjivo oblačno ponegdje uz kišu,izgledi vremena do sredine sljedećeg tjedna u ponedjeljak i utorak promjenjive oblačno ponegde uz kišu
female,z03290602305,0.1176,0.04,0.0588,uglavnom na jadranu i u priobalju puhat će većinom umjereno jugo u srijedu sunčano i ponovno toplije,uglavnom na jadranu i u priobalju puhača većinom umjereno jugo u srijedu sunčano i ponovno toplije
female,z03290602306,0.5,0.037,0,ujutro ponegdje sumaglica i magla ponajprije uz rijeke,ujutro po negdje sumaglica i magla po najprije uz rijeke
